Station,Time,Longitude,Latitude,Speed,UU,VV,Bearing,Pressure,Mh,Mhopp
SLOM-BD-034,2014-07-16 00:05,120.97835, 14.31278, 58.57,-43.53, 46.75,137.04,99284.15,  1.00000,  1.12091
SLOM-BD-035,2014-07-16 00:05,120.97557, 14.31258, 55.08,-43.53, 46.75,137.04,99284.15,  1.00363,  1.00000
SLOM-BD-036,2014-07-15 23:35,120.97264, 14.31237, 45.36,-58.21, 35.00,121.02,99340.21,  1.00000,  1.00000
SLOM-BD-037,2014-07-15 23:40,120.96941, 14.31216, 45.81,-58.19, 35.83,121.62,99242.18,  1.00000,  1.00000
SLOM-BD-038,2014-07-15 23:35,120.96605, 14.31191, 40.80,-59.85, 33.02,118.89,99280.05,  1.00000,  1.06210
SLOM-BD-039,2014-07-15 23:40,120.96272, 14.31172, 45.26,-58.19, 35.83,121.62,99242.18,  1.05622,  1.00000
SLOM-BD-040,2014-07-15 23:35,120.96017, 14.31189, 48.48,-59.85, 33.02,118.89,99280.05,  1.03851,  1.03358
SLOM-BD-041,2014-07-16 00:05,120.95793, 14.31239, 43.73,-45.55, 45.91,135.23,99187.09,  1.00000,  1.00060
SLOM-BD-042,2014-07-15 23:35,120.95511, 14.31308, 53.36,-59.85, 33.02,118.89,99280.05,  1.01284,  1.00000
SLOM-BD-043,2014-07-16 00:05,120.95317, 14.31339, 45.57,-45.55, 45.91,135.23,99187.09,  1.00000,  1.00000
SLOM-BD-044,2014-07-15 23:35,120.95196, 14.31349, 42.00,-59.85, 33.02,118.89,99280.05,  1.00000,  1.00000
8DZ-001,2014-07-15 23:40,120.95178, 14.31296, 44.08,-58.19, 35.83,121.62,99242.18,  1.00000,  1.00595
8DZ-002,2014-07-16 00:05,120.95116, 14.31320, 42.11,-45.55, 45.91,135.23,99187.09,  1.00000,  1.00005
8DZ-003,2014-07-16 00:05,120.95065, 14.31338, 45.78,-45.55, 45.91,135.23,99187.09,  1.00000,  1.00000
8DZ-004,2014-07-15 23:40,120.95011, 14.31399, 42.02,-58.19, 35.83,121.62,99242.18,  1.00000,  1.00000
8DZ-005,2014-07-15 23:35,120.94958, 14.31393, 42.43,-61.41, 30.82,116.65,99222.73,  1.00000,  1.00000
8DZ-006,2014-07-16 00:10,120.94909, 14.31380, 43.78,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-007,2014-07-16 00:10,120.94817, 14.31348, 51.67,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-008,2014-07-16 00:10,120.94768, 14.31325, 56.84,-45.34, 46.43,135.68,99074.24,  1.01970,  1.00000
8DZ-009,2014-07-16 00:10,120.94733, 14.31307, 58.87,-45.34, 46.43,135.68,99074.24,  1.03940,  1.00000
8DZ-010,2014-07-16 00:10,120.94693, 14.31355, 57.87,-45.34, 46.43,135.68,99074.24,  1.01970,  1.00000
8DZ-011,2014-07-16 00:10,120.94626, 14.31422, 58.37,-45.34, 46.43,135.68,99074.24,  1.05909,  1.00000
8DZ-012,2014-07-16 00:10,120.94553, 14.31500, 57.03,-45.34, 46.43,135.68,99074.24,  1.02955,  1.00000
8DZ-013,2014-07-16 00:10,120.94482, 14.31579, 58.49,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-014,2014-07-16 00:10,120.94427, 14.31644, 57.13,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-015,2014-07-16 00:10,120.94375, 14.31702, 56.49,-45.34, 46.43,135.68,99074.24,  1.00985,  1.00000
8DZ-016,2014-07-16 00:10,120.94323, 14.31767, 56.40,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-017,2014-07-15 23:40,120.94291, 14.31833, 43.63,-59.92, 33.79,119.42,99175.82,  1.00000,  1.01308
8DZ-018,2014-07-15 23:35,120.94269, 14.31895, 41.42,-61.41, 30.82,116.65,99222.73,  1.00000,  1.00000
8DZ-019,2014-07-16 00:10,120.94243, 14.31973, 41.42,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-020,2014-07-16 00:10,120.94217, 14.32076, 51.31,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-021,2014-07-16 00:10,120.94188, 14.32168, 54.30,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-022,2014-07-16 00:10,120.94170, 14.32229, 53.95,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-023,2014-07-16 00:10,120.94151, 14.32301, 52.62,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-024,2014-07-15 23:40,120.94127, 14.32379, 47.38,-59.92, 33.79,119.42,99175.82,  1.00000,  1.00000
8DZ-025,2014-07-15 23:40,120.94099, 14.32480, 44.59,-59.92, 33.79,119.42,99175.82,  1.00000,  1.00000
8DZ-026,2014-07-16 00:10,120.94072, 14.32573, 49.59,-45.34, 46.43,135.68,99074.24,  1.00000,  1.00000
8DZ-027,2014-07-15 23:45,120.94047, 14.32667, 44.95,-57.92, 36.68,122.35,99137.92,  1.00000,  1.00000
8DZ-028,2014-07-15 23:40,120.94017, 14.32770, 42.61,-59.92, 33.79,119.42,99175.82,  1.00000,  1.00000
8DZ-029,2014-07-15 23:45,120.93990, 14.32865, 43.68,-57.92, 36.68,122.35,99137.92,  1.00000,  1.00000
8DZ-030,2014-07-15 23:40,120.93971, 14.32932, 42.76,-59.92, 33.79,119.42,99175.82,  1.00000,  1.00000
8DZ-031,2014-07-16 00:15,120.93941, 14.33033, 45.34,-44.61, 45.47,135.55,99162.52,  1.00000,  1.00000
8DZ-032,2014-07-15 23:40,120.93915, 14.33125, 46.70,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-033,2014-07-16 00:15,120.93886, 14.33223, 49.94,-44.61, 45.47,135.55,99162.52,  1.00000,  1.00000
8DZ-034,2014-07-15 23:45,120.93866, 14.33295, 43.44,-57.88, 34.77,120.99,99259.58,  1.00000,  1.00000
8DZ-035,2014-07-15 23:50,120.93841, 14.33385, 44.98,-55.85, 37.02,123.54,99233.03,  1.00000,  1.00000
8DZ-036,2014-07-15 23:45,120.93817, 14.33464, 43.54,-57.88, 34.77,120.99,99259.58,  1.00000,  1.00000
8DZ-037,2014-07-15 23:40,120.93793, 14.33553, 43.60,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-038,2014-07-15 23:35,120.93767, 14.33643, 43.31,-60.91, 29.26,115.66,99344.90,  1.00000,  1.00000
8DZ-039,2014-07-15 23:40,120.93742, 14.33722, 44.86,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-040,2014-07-15 23:40,120.93726, 14.33808, 43.57,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-041,2014-07-15 23:35,120.93722, 14.33878, 42.29,-60.91, 29.26,115.66,99344.90,  1.00000,  1.00000
8DZ-042,2014-07-15 23:40,120.93728, 14.33987, 41.70,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-043,2014-07-15 23:40,120.93730, 14.34073, 41.63,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-044,2014-07-15 23:35,120.93736, 14.34175, 42.13,-60.91, 29.26,115.66,99344.90,  1.00000,  1.00000
8DZ-045,2014-07-15 23:35,120.93740, 14.34249, 42.82,-60.91, 29.26,115.66,99344.90,  1.00000,  1.00000
8DZ-046,2014-07-16 00:15,120.93744, 14.34337, 43.01,-44.61, 45.47,135.55,99162.52,  1.00000,  1.00000
8DZ-047,2014-07-16 00:50,120.93728, 14.34416, 49.63,-38.36, 51.08,143.09,99148.12,  1.00000,  1.00000
8DZ-048,2014-07-16 00:15,120.93732, 14.34517, 46.01,-44.61, 45.47,135.55,99162.52,  1.00000,  1.00000
8DZ-049,2014-07-15 23:40,120.93737, 14.34605, 46.47,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-050,2014-07-15 23:40,120.93741, 14.34703, 42.18,-59.63, 32.04,118.25,99298.46,  1.00000,  1.00000
8DZ-051,2014-07-15 23:35,120.93746, 14.34802, 43.39,-60.91, 29.26,115.66,99344.90,  1.00000,  1.00000
8DZ-052,2014-07-16 00:15,120.93751, 14.34881, 51.46,-44.61, 45.47,135.55,99162.52,  1.00000,  1.00000
8DZ-053,2014-07-15 23:45,120.93755, 14.34965, 50.92,-57.88, 34.77,120.99,99259.58,  1.00000,  1.00000
8DZ-054,2014-07-15 23:45,120.93760, 14.35058, 46.31,-57.68, 32.99,119.77,99373.57,  1.00000,  1.00000
8DZ-055,2014-07-16 00:20,120.93764, 14.35161, 44.03,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-056,2014-07-15 23:40,120.93768, 14.35245, 42.01,-59.22, 30.43,117.20,99412.70,  1.00000,  1.00000
8DZ-057,2014-07-16 00:20,120.93773, 14.35339, 44.49,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-058,2014-07-16 00:55,120.93778, 14.35425, 43.54,-39.88, 49.29,141.02,99275.15,  1.00000,  1.00000
8DZ-059,2014-07-16 00:20,120.93782, 14.35520, 49.13,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-060,2014-07-16 00:20,120.93788, 14.35627, 46.65,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-061,2014-07-16 00:55,120.93792, 14.35717, 44.59,-39.88, 49.29,141.02,99275.15,  1.00000,  1.00000
8DZ-062,2014-07-16 00:20,120.93796, 14.35799, 47.03,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-063,2014-07-16 00:20,120.93800, 14.35878, 50.13,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-064,2014-07-16 00:55,120.93805, 14.35977, 53.35,-39.88, 49.29,141.02,99275.15,  1.00000,  1.00000
8DZ-065,2014-07-16 00:55,120.93810, 14.36062, 54.07,-39.88, 49.29,141.02,99275.15,  1.00000,  1.00000
8DZ-066,2014-07-16 00:55,120.93814, 14.36155, 54.35,-39.88, 49.29,141.02,99275.15,  1.00000,  1.00000
8DZ-067,2014-07-15 23:45,120.93818, 14.36237, 51.23,-57.68, 32.99,119.77,99373.57,  1.00000,  1.00000
8DZ-068,2014-07-16 00:20,120.93822, 14.36320, 50.54,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-069,2014-07-16 00:20,120.93827, 14.36418, 54.73,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-070,2014-07-15 23:40,120.93832, 14.36500, 58.12,-59.22, 30.43,117.20,99412.70,  1.00000,  1.00000
8DZ-071,2014-07-15 23:45,120.93836, 14.36597, 59.39,-57.68, 32.99,119.77,99373.57,  1.00000,  1.00000
8DZ-072,2014-07-15 23:40,120.93841, 14.36691, 45.33,-59.22, 30.43,117.20,99412.70,  1.00000,  1.00000
8DZ-073,2014-07-16 00:20,120.93844, 14.36775, 54.13,-44.18, 44.46,135.18,99241.46,  1.00000,  1.00000
8DZ-074,2014-07-15 23:40,120.93849, 14.36870, 53.83,-59.22, 30.43,117.20,99412.70,  1.00000,  1.00000
8DZ-075,2014-07-15 23:40,120.93854, 14.36951, 50.22,-59.22, 30.43,117.20,99412.70,  1.00000,  1.00000
8DZ-076,2014-07-15 23:35,120.93858, 14.37048, 49.22,-59.66, 26.52,113.97,99563.09,  1.00000,  1.00000
8DZ-077,2014-07-16 00:25,120.93862, 14.37122, 45.95,-43.95, 43.44,134.67,99317.14,  1.00000,  1.00000
8DZ-078,2014-07-16 00:55,120.93867, 14.37222, 41.87,-41.44, 47.31,138.78,99351.33,  1.00000,  1.00000
8DZ-079,2014-07-15 23:40,120.93872, 14.37303, 46.90,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-080,2014-07-15 23:40,120.93877, 14.37403, 51.32,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-081,2014-07-15 23:45,120.93878, 14.37498, 46.10,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-082,2014-07-16 00:55,120.93882, 14.37575, 50.68,-41.44, 47.31,138.78,99351.33,  1.00000,  1.00000
8DZ-083,2014-07-15 23:45,120.93888, 14.37671, 56.37,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-084,2014-07-15 23:40,120.93891, 14.37746, 55.58,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-085,2014-07-15 23:40,120.93897, 14.37862, 42.74,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-086,2014-07-16 00:55,120.93900, 14.37951, 49.37,-41.44, 47.31,138.78,99351.33,  1.00000,  1.00000
8DZ-087,2014-07-15 23:45,120.93906, 14.38051, 52.61,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-088,2014-07-15 23:35,120.93910, 14.38147, 54.10,-59.66, 26.52,113.97,99563.09,  1.00000,  1.00000
8DZ-089,2014-07-15 23:45,120.93915, 14.38228, 57.00,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-090,2014-07-15 23:45,120.93919, 14.38316, 49.26,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-091,2014-07-15 23:40,120.93923, 14.38409, 45.15,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-092,2014-07-15 23:45,120.93930, 14.38532, 44.48,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-093,2014-07-15 23:45,120.93933, 14.38594, 45.01,-57.36, 31.34,118.65,99480.15,  1.00000,  1.00000
8DZ-094,2014-07-15 23:40,120.93941, 14.38682, 44.69,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-095,2014-07-16 00:55,120.93941, 14.38767, 41.63,-41.44, 47.31,138.78,99351.33,  1.00000,  1.00000
8DZ-096,2014-07-16 00:55,120.93946, 14.38857, 41.18,-41.44, 47.31,138.78,99351.33,  1.00000,  1.00000
8DZ-097,2014-07-15 23:40,120.93951, 14.38937, 44.41,-58.72, 28.94,116.24,99518.98,  1.00000,  1.00000
8DZ-098,2014-07-15 23:45,120.93958, 14.39051, 43.70,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-099,2014-07-15 23:35,120.93963, 14.39143, 46.00,-58.95, 25.31,113.24,99660.34,  1.00000,  1.00000
8DZ-100,2014-07-15 23:40,120.93969, 14.39256, 45.13,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-101,2014-07-15 23:45,120.93974, 14.39333, 45.45,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-102,2014-07-15 23:45,120.93980, 14.39430, 43.29,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-103,2014-07-15 23:40,120.93984, 14.39538, 42.04,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-104,2014-07-15 23:40,120.93988, 14.39631, 42.76,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-105,2014-07-15 23:45,120.93992, 14.39720, 43.92,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-106,2014-07-15 23:35,120.93998, 14.39815, 49.89,-58.95, 25.31,113.24,99660.34,  1.00000,  1.00000
8DZ-107,2014-07-15 23:45,120.94001, 14.39897, 49.60,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-108,2014-07-15 23:45,120.94003, 14.39955, 42.86,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-109,2014-07-15 23:45,120.94007, 14.40046, 41.03,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-110,2014-07-15 23:40,120.94012, 14.40127, 41.54,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-111,2014-07-15 23:40,120.94021, 14.40223, 42.02,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-112,2014-07-15 23:40,120.94030, 14.40299, 43.18,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-113,2014-07-15 23:45,120.94033, 14.40403, 46.88,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-114,2014-07-15 23:45,120.94038, 14.40487, 43.00,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-115,2014-07-16 00:55,120.94042, 14.40576, 45.55,-42.75, 45.33,136.68,99427.52,  1.00000,  1.00000
8DZ-116,2014-07-15 23:45,120.94048, 14.40684, 45.22,-56.94, 29.81,117.63,99579.66,  1.00000,  1.00000
8DZ-117,2014-07-16 00:55,120.94050, 14.40755, 48.55,-42.75, 45.33,136.68,99427.52,  1.00000,  1.00000
8DZ-118,2014-07-15 23:40,120.94052, 14.40838, 45.69,-58.14, 27.57,115.37,99617.79,  1.00000,  1.00000
8DZ-119,2014-07-15 23:35,120.94059, 14.40935, 46.96,-58.95, 25.31,113.24,99660.34,  1.00000,  1.00000
8DZ-120,2014-07-16 01:00,120.94064, 14.41027, 44.41,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-121,2014-07-15 23:35,120.94069, 14.41121, 53.01,-58.20, 24.20,112.58,99750.48,  1.00000,  1.00000
8DZ-122,2014-07-15 23:40,120.94071, 14.41191, 54.98,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-123,2014-07-15 23:35,120.94076, 14.41278, 43.17,-58.20, 24.20,112.58,99750.48,  1.00000,  1.00000
8DZ-124,2014-07-15 23:40,120.94079, 14.41363, 38.26,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-125,2014-07-16 01:00,120.94084, 14.41446, 36.32,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-126,2014-07-16 01:00,120.94089, 14.41533, 41.14,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-127,2014-07-15 23:40,120.94093, 14.41606, 40.47,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-128,2014-07-15 23:35,120.94098, 14.41696, 38.45,-58.20, 24.20,112.58,99750.48,  1.00000,  1.00000
8DZ-129,2014-07-16 01:00,120.94103, 14.41791, 38.15,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-130,2014-07-16 01:00,120.94106, 14.41880, 42.47,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-131,2014-07-16 01:00,120.94111, 14.41954, 41.62,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-132,2014-07-15 23:45,120.94123, 14.42032, 38.99,-56.44, 28.40,116.71,99672.49,  1.00000,  1.00000
8DZ-133,2014-07-15 23:40,120.94150, 14.42119, 39.75,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-134,2014-07-15 23:40,120.94179, 14.42191, 38.57,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-135,2014-07-15 23:40,120.94210, 14.42261, 39.46,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-136,2014-07-16 01:00,120.94261, 14.42356, 41.78,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-137,2014-07-16 01:00,120.94324, 14.42436, 40.68,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-138,2014-07-15 23:35,120.94363, 14.42521, 41.21,-58.20, 24.20,112.58,99750.48,  1.00000,  1.00000
8DZ-139,2014-07-15 23:40,120.94401, 14.42605, 39.39,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-140,2014-07-16 01:00,120.94437, 14.42680, 39.79,-42.98, 43.97,135.65,99547.02,  1.00000,  1.00000
8DZ-141,2014-07-15 23:40,120.94482, 14.42766, 43.06,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-142,2014-07-15 23:40,120.94516, 14.42832, 44.99,-57.51, 26.31,114.58,99709.64,  1.00000,  1.00000
8DZ-143,2014-07-16 00:55,120.94544, 14.42886, 43.33,-43.85, 43.39,134.70,99503.00,  1.00000,  1.00000
8DZ-144,2014-07-15 23:45,120.94581, 14.42963, 41.35,-56.44, 28.40,116.71,99672.49,  1.00000,  1.00000
8DZ-145,2014-07-16 01:00,120.94625, 14.43064, 43.60,-43.96, 42.12,133.78,99616.23,  1.00000,  1.00000
8DZ-146,2014-07-15 23:45,120.94669, 14.43165, 42.90,-55.89, 27.10,115.87,99759.04,  1.00000,  1.00000
8DZ-147,2014-07-16 01:05,120.94718, 14.43275, 46.64,-42.34, 42.78,135.30,99666.73,  1.00000,  1.00000
8DZ-148,2014-07-16 01:00,120.94762, 14.43372, 52.23,-43.96, 42.12,133.78,99616.23,  1.00000,  1.00000
8DZ-149,2014-07-15 23:35,120.94808, 14.43466, 39.91,-57.49, 22.83,111.66,99834.08,  1.00000,  1.00000
8DZ-150,2014-07-15 23:35,120.94848, 14.43550, 40.48,-57.49, 22.83,111.66,99834.08,  1.00000,  1.00000
8DZ-151,2014-07-15 23:35,120.94891, 14.43645, 39.29,-57.49, 22.83,111.66,99834.08,  1.00000,  1.00000
8DZ-152,2014-07-15 23:35,120.94931, 14.43734, 38.37,-57.49, 22.83,111.66,99834.08,  1.00000,  1.00000
8DZ-153,2014-07-15 23:35,120.94971, 14.43816, 38.23,-57.49, 22.83,111.66,99834.08,  1.00000,  1.00000
8DZ-154,2014-07-16 01:00,120.95014, 14.43909, 40.22,-42.28, 42.48,135.14,99690.38,  1.00000,  1.00000
8DZ-155,2014-07-15 23:40,120.95049, 14.43984, 41.11,-55.83, 26.47,115.37,99826.79,  1.00000,  1.00000
8DZ-156,2014-07-15 23:35,120.95085, 14.44061, 41.80,-56.55, 24.53,113.45,99861.27,  1.00000,  1.00000
8DZ-157,2014-07-15 23:35,120.95124, 14.44143, 40.38,-56.55, 24.53,113.45,99861.27,  1.00000,  1.00000
8DZ-158,2014-07-16 01:00,120.95171, 14.44242, 37.14,-42.28, 42.48,135.14,99690.38,  1.00000,  1.00000
8DZ-159,2014-07-15 23:35,120.95214, 14.44334, 37.50,-56.55, 24.53,113.45,99861.27,  1.00000,  1.00000
8DZ-160,2014-07-16 01:00,120.95260, 14.44428, 38.91,-42.28, 42.48,135.14,99690.38,  1.00000,  1.00000
8DZ-161,2014-07-16 00:55,120.95297, 14.44507, 38.62,-43.02, 41.97,134.29,99651.82,  1.00000,  1.00000
8DZ-162,2014-07-16 01:00,120.95320, 14.44556, 36.48,-42.28, 42.48,135.14,99690.38,  1.00000,  1.00000
8DZ-163,2014-07-15 23:40,120.95360, 14.44643, 36.32,-55.83, 26.47,115.37,99826.79,  1.00000,  1.00000
8DZ-164,2014-07-15 23:40,120.95401, 14.44730, 36.46,-55.83, 26.47,115.37,99826.79,  1.00000,  1.00000
8DZ-165,2014-07-15 23:45,120.95448, 14.44825, 37.04,-54.75, 28.39,117.41,99795.61,  1.00000,  1.00000
8DZ-166,2014-07-15 23:45,120.95489, 14.44909, 38.75,-54.75, 28.39,117.41,99795.61,  1.00000,  1.00000
8DZ-167,2014-07-15 23:40,120.95526, 14.44991, 38.16,-55.83, 26.47,115.37,99826.79,  1.00000,  1.00000
8DZ-168,2014-07-15 23:40,120.95564, 14.45071, 36.96,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-169,2014-07-15 23:40,120.95591, 14.45128, 36.55,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-170,2014-07-15 23:40,120.95628, 14.45206, 35.58,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-171,2014-07-15 23:40,120.95660, 14.45271, 36.28,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-172,2014-07-15 23:40,120.95696, 14.45344, 37.41,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-173,2014-07-15 23:40,120.95734, 14.45426, 37.78,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-174,2014-07-16 01:10,120.95775, 14.45511, 41.32,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-175,2014-07-15 23:40,120.95814, 14.45596, 50.46,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-176,2014-07-16 00:55,120.95853, 14.45675, 49.30,-43.78, 40.20,132.56,99717.79,  1.00000,  1.00000
8DZ-177,2014-07-15 23:35,120.95894, 14.45763, 46.54,-55.85, 23.51,112.83,99935.92,  1.00000,  1.00000
8DZ-178,2014-07-15 23:40,120.95927, 14.45832, 50.07,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-179,2014-07-16 01:00,120.96002, 14.45948, 42.87,-43.12, 40.75,133.38,99752.15,  1.00000,  1.00000
8DZ-180,2014-07-15 23:40,120.95992, 14.46036, 35.05,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-181,2014-07-16 01:10,120.95986, 14.46080, 35.64,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-182,2014-07-16 01:10,120.95981, 14.46160, 34.62,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-183,2014-07-16 01:10,120.95982, 14.46267, 36.30,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-184,2014-07-16 01:10,120.96013, 14.46322, 36.55,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-185,2014-07-16 01:10,120.96066, 14.46391, 36.91,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-186,2014-07-16 01:10,120.96121, 14.46468, 36.07,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-187,2014-07-15 23:35,120.96175, 14.46545, 37.50,-55.85, 23.51,112.83,99935.92,  1.00000,  1.00000
8DZ-188,2014-07-15 23:40,120.96229, 14.46606, 35.96,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-189,2014-07-15 23:40,120.96320, 14.46662, 35.95,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-190,2014-07-15 23:45,120.96374, 14.46680, 35.77,-54.24, 27.12,116.57,99872.38,  1.00000,  1.00000
8DZ-191,2014-07-16 01:10,120.96374, 14.46719, 41.20,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-192,2014-07-16 01:10,120.96359, 14.46749, 41.93,-40.30, 41.66,135.95,99837.74,  1.00000,  1.00000
8DZ-193,2014-07-15 23:45,120.96329, 14.46830, 36.59,-54.24, 27.12,116.57,99872.38,  1.00000,  1.00000
8DZ-194,2014-07-15 23:40,120.96288, 14.46938, 35.66,-55.21, 25.32,114.64,99902.75,  1.00000,  1.00000
8DZ-195,2014-07-16 00:55,120.96267, 14.47020, 35.58,-44.39, 38.49,130.93,99782.14,  1.00000,  1.00000
8DZ-196,2014-07-15 23:40,120.96289, 14.47072, 35.93,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-197,2014-07-16 01:15,120.96368, 14.47138, 45.28,-39.69, 40.62,135.66,99928.65,  1.00000,  1.00000
8DZ-198,2014-07-15 23:40,120.96474, 14.47182, 48.56,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-199,2014-07-15 23:40,120.96582, 14.47231, 48.07,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-200,2014-07-15 23:40,120.96650, 14.47266, 47.61,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-201,2014-07-15 23:40,120.96712, 14.47307, 47.25,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-202,2014-07-15 23:40,120.96812, 14.47370, 47.88,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
8DZ-203,2014-07-15 23:40,120.96908, 14.47432, 47.77,-54.57, 24.26,113.97,99973.63,  1.00000,  1.00000
